国家,年份,自变量,城镇人口（占总人口比例）,人均 GDP（2010年不变价美元）,外国直接投资额（以当前价格计算，百万美元）,第一产业占比,
佛得角,2003,45,55.997,2362.961073,33.505,10.14369825,
厄立特里亚,2003,1110,29.244,813.0919343,25,11.82992122,
多哥,2003,415,34.265,576.5428046,33.734,28.3790964,
赤道几内亚,2003,1059,54.307,10923.52864,689.78,,
布隆迪,2003,152,8.908,222.8073211,0,42.8412837,
布基纳法索,2003,19,19.996,478.3043523,29.123,34.36555091,
博茨瓦纳,2003,13336,55.029,5493.144116,418.018,2.722386955,
贝宁,2003,1256,39.536,988.6274816,44.732,24.45398374,
安哥拉,2003,3407,53.645,2423.293995,3576.972,6.198384339,
埃塞俄比亚,2003,18048,15.31,194.8730701,465,37.28505541,
埃及,2003,2374,42.935,2048.221004,237.4,15.28670659,
阿尔及利亚,2003,47176,62.284,3991.013362,637.88,9.810566397,
中非,2002,134,37.802,437.8260091,5.644,,
乍得,2002,,21.702,518.2665657,924.119,37.9029524,
赞比亚,2002,3189,35.475,991.3100208,298.36,15.36142994,
乌干达,2002,1243,15.626,450.2959955,184.648,23.433428,
突尼斯,2002,3430,64.202,3104.840969,820.831,8.29843107,
坦桑尼亚,2002,4108,23.044,562.3184594,387.6,25.16308225,
索马里,2002,23,33.99,,0.14,,
苏丹,2002,43327,32.601,1090.544582,713.18,40.25748449,
斯威士兰,2002,,22.425,3244.738498,96.436,12.5025435,
圣多美和普林西比,2002,26,55.555,848.5136312,3.6,10.89067274,
塞舌尔,2002,799,50.876,9384.152481,47.718,2.885621599,
塞内加尔,2002,2399,40.607,1117.321969,78.053,13.61900679,
塞拉利昂,2002,2052,36.109,330.3959266,10.413,46.21424623,
尼日利亚,2002,14416,36.508,1607.238267,2040.182,36.96508267,
尼日尔,2002,1098,16.255,331.0021521,2.405,39.56901111,
南非,2002,361,57.898,6161.466314,1569.156,3.384390416,
纳米比亚,2002,2326,33.766,4122.858435,181.363,10.26444864,
莫桑比克,2002,2428,29.457,334.478304,347.253,23.05092738,
摩洛哥,2002,2532,53.99,2134.849898,480.691,13.20052173,
毛里塔尼亚,2002,3473,39.48,998.2163368,67.34,32.77899601,
毛里求斯,2002,2204,42.447,5859.659304,32.107,5.191418623,
马里,2002,6254,29.806,621.7357637,243.805,32.71418375,
马拉维,2002,991,14.786,361.0435456,38.719,38.81840596,
马达加斯加,2002,526,27.663,428.2200406,61.11,29.83364873,
卢旺达,2002,1158,16.777,382.5216445,1.5,35.38654461,
利比亚,2002,1478,76.629,8448.1223,145,5.185299093,
利比里亚,2002,,45.017,617.811266,2.8,79.04236246,
莱索托,2002,1270,20.597,845.6427145,28.401,6.395312833,
肯尼亚,2002,3293,20.591,809.9616279,27.618,25.8539676,
科特迪瓦,2002,1127,43.983,1274.125205,212.58,27.27005039,
科摩罗,2002,,27.992,1291.234193,0.43,29.37601242,
喀麦隆,2002,1270,46.738,1181.873653,601.746,16.45167769,
津巴布韦,2002,7382,34.585,1331.013034,25.9,12.56836756,
加蓬,2002,324,80.368,9869.717759,36.963,5.743861639,
加纳,2002,6743,45.275,985.3332569,58.9,35.14837706,
几内亚(比绍),2002,3244,37.004,532.7478589,3.545,41.8319889,
几内亚,2002,5546,31.42,641.1725445,30,21.63161471,
吉布提,2002,268,76.624,,3.432,,
刚果(金),2002,439,36.055,276.0559456,187.599,26.58377932,
刚果(布),2002,400,59.617,2501.344689,136.779,6.261580123,
冈比亚,2002,696,49.683,799.8071395,42.827,24.12493214,
佛得角,2002,16,55.146,2303.971345,38.524,10.35147125,
厄立特里亚,2002,1505,28.341,875.6433058,22.766,13.60181006,
多哥,2002,200,33.809,554.1266114,53.364,33.1543868,
赤道几内亚,2002,1171,52.573,9997.550878,323.392,,
布隆迪,2002,179,8.682,232.4664977,0,43.33361124,
布基纳法索,2002,1,19.258,456.7341349,15.026,35.78034786,
博茨瓦纳,2002,4522,54.57,5341.920093,407.997,2.425615993,
贝宁,2002,1542,39.036,985.2133544,13.508,25.38272928,
安哥拉,2002,408,52.461,2433.804393,1743.504,5.839549975,
埃塞俄比亚,2002,15656,15.118,204.9382059,255,38.69237169,
埃及,2002,3022,42.889,2022.071536,646.9,15.40485616,
阿尔及利亚,2002,21158,61.501,3770.766354,1064.96,9.224782205,
中非,2001,19,37.72,431.6390484,5.184,,
乍得,2001,,21.67,496.484905,459.866,40.2954383,
赞比亚,2001,5447,35.002,973.3639719,145,15.52748224,
乌干达,2001,1746,15.201,427.3467735,151.496,27.85024148,
突尼斯,2001,977,63.818,3088.514094,486.547,9.421826028,
坦桑尼亚,2001,7444,22.674,539.5277921,467.2,25.80028911,
索马里,2001,71,33.617,,0.04,,
苏丹,2001,26264,32.548,1053.686075,574,41.24523701,
斯威士兰,2001,,22.555,3125.293927,28.179,12.09922048,
圣多美和普林西比,2001,2,54.377,844.2271432,3,10.41075267,
塞舌尔,2001,1921,50.646,9559.551957,64.74,2.825866279,
塞内加尔,2001,2387,40.464,1137.438792,31.942,16.34434062,
塞拉利昂,2001,1925,35.867,272.991178,9.836,45.13635404,
尼日利亚,2001,11145,35.669,1429.196527,1277.421,24.47535466,
尼日尔,2001,62,16.26,333.3589188,22.895,40.00701262,
南非,2001,917,57.368,6017.177846,6783.921,3.216383213,
纳米比亚,2001,3097,32.898,3994.537586,365.172,9.900569119,
莫桑比克,2001,3215,29.277,315.1528682,255.435,18.47805759,
摩洛哥,2001,2472,53.662,2095.173958,2807.06,13.19196193,
毛里塔尼亚,2001,3723,38.616,1019.399094,76.7,33.59088589,
毛里求斯,2001,1448,42.559,5806.707348,-25.644,6.147999078,
马里,2001,13151,29.075,621.47664,121.732,32.81360596,
马拉维,2001,348,14.698,363.7551737,39.37,35.28267377,
马达加斯加,2001,2537,27.391,505.572592,93.059,25.73192847,
卢旺达,2001,2854,15.829,345.98341,18.5,37.33609032,
利比亚,2001,241,76.502,8667.563662,-133,,
利比里亚,2001,40,44.673,609.6771791,8.3,76.5335872,
莱索托,2001,1118,20.067,837.1278633,29.68,8.298870587,
肯尼亚,2001,3536,20.239,827.7052299,5.303,27.84926011,
科特迪瓦,2001,1087,43.568,1324.835115,272.68,25.92645228,
科摩罗,2001,45,28.036,1292.748116,1.146,29.37628658,
喀麦隆,2001,1399,46.139,1164.345523,73.285,17.4293321,
津巴布韦,2001,7826,34.17,1464.672049,3.8,15.62707072,
加蓬,2001,333,79.633,10132.76583,-89.091,6.143932582,
加纳,2001,3993,44.601,966.261867,89.3,35.24180012,
几内亚(比绍),2001,2559,36.622,550.039419,0.396,37.507955,
几内亚,2001,4499,31.144,621.9255866,1.68,21.74068348,
吉布提,2001,393,76.578,,3.393,,
刚果(金),2001,1031,35.587,276.1421088,102.222,32.87090402,
刚果(布),2001,817,59.156,2460.474731,77.254,5.799931651,
冈比亚,2001,332,48.775,853.5315918,35.48,25.42563238,
佛得角,2001,138,54.291,2225.41211,12.683,11.41576602,
厄立特里亚,2001,2366,27.455,888.1600962,12.132,15.1638444,
多哥,2001,530,33.356,547.8791885,63.585,33.92963181,
赤道几内亚,2001,523,50.832,8722.732949,940.741,,
布隆迪,2001,315,8.461,228.6603888,-0.002,43.84314206,
布基纳法索,2001,50,18.54,450.4522807,6.267,36.18426187,
博茨瓦纳,2001,5256,54.062,5126.354186,30.682,2.59029062,
贝宁,2001,2334,38.65,970.5902433,43.859,25.04816274,
安哥拉,2001,,51.274,2213.681162,2145.501,8.156377022,
埃塞俄比亚,2001,8410,14.927,207.7527052,349.4,42.34057112,
埃及,2001,1040,42.843,2012.376054,509.9,15.35126847,
阿尔及利亚,2001,9023,60.712,3616.623037,1113.106,9.749231133,
中非,2000,66,37.639,422.4517808,0.889,,
乍得,2000,,21.637,461.8037239,115.172,40.70509403,
赞比亚,2000,3733,34.802,948.7362266,121.7,16.14977346,
乌干达,2000,1905,14.786,418.9780455,180.812,27.50910688,
突尼斯,2000,353,63.432,3001.778028,779.467,10.00635335,
坦桑尼亚,2000,4700,22.309,522.0767884,282,26.20825887,
索马里,2000,,33.247,,0.27,,
苏丹,2000,11466,32.495,1017.287987,392.2,40.68217391,
斯威士兰,2000,,22.686,3117.816353,105.795,12.31597561,
圣多美和普林西比,2000,9,53.424,,3.8,,
塞舌尔,2000,2811,50.433,9790.270772,24.327,2.829248854,
塞内加尔,2000,2776,40.32,1114.076724,62.938,16.86102992,
塞拉利昂,2000,1759,35.626,302.2642656,39.001,55.01416209,
尼日利亚,2000,5504,34.84,1383.666051,1309.665,21.3572413,
尼日尔,2000,493,16.186,322.7778579,8.437,37.83973758,
南非,2000,649,56.891,5937.626086,887.342,2.994745986,
纳米比亚,2000,2326,32.373,4012.053604,186.406,10.97804107,
莫桑比克,2000,1537,29.098,289.2565532,139.3,19.51086676,
摩洛哥,2000,482,53.335,1976.090832,421.962,11.87727963,
毛里塔尼亚,2000,2420,38.091,1026.74912,40.096,34.36617943,
毛里求斯,2000,820,42.67,5663.187297,276.766,5.705010141,
马里,2000,10214,28.356,554.6524026,82.44,32.90186772,
马拉维,2000,548,14.61,392.5245847,39.632,35.66084815,
马达加斯加,2000,1849,27.121,491.8201794,82.953,26.46665002,
卢旺达,2000,1616,14.926,330.8821616,8.1,37.18671378,
利比亚,2000,204,76.387,8963.665837,141,,
利比里亚,2000,160,44.331,614.3123593,20.8,76.07454233,
莱索托,2000,1196,19.548,809.5057241,32.401,7.827134815,
肯尼亚,2000,6110,19.892,819.6154251,110.905,28.72178064,
科特迪瓦,2000,5331,43.155,1355.263698,234.702,24.98911571,
科摩罗,2000,142,28.08,1294.793919,0.094,29.37631994,
喀麦隆,2000,1642,45.542,1145.454854,158.801,16.73646394,
津巴布韦,2000,8692,33.758,1449.042767,23.2,15.66706342,
加蓬,2000,1343,78.879,10160.34445,-42.626,6.213624522,
加纳,2000,1921,43.929,952.1374747,114.9,35.27152196,
几内亚(比绍),2000,2332,36.243,549.8197075,0.702,41.72867143,
几内亚,2000,3634,30.869,612.8158213,9.94,20.98183124,
吉布提,2000,888,76.532,,3.286,,
刚果(金),2000,242,35.122,289.9863199,94.19,31.97235827,
刚果(布),2000,5,58.695,2438.948937,165.904,5.304252999,
冈比亚,2000,36,47.868,832.6815374,43.52,24.53228447,
佛得角,2000,182,53.435,2215.06817,43.446,12.8717827,
厄立特里亚,2000,393,26.587,845.9790947,27.87,12.59042177,
多哥,2000,512,32.907,558.6510032,41.472,30.56164478,
赤道几内亚,2000,513,49.092,5563.386052,154.5,,
布隆迪,2000,75,8.246,229.2061073,11.683,44.10704011,
布基纳法索,2000,31,17.844,434.7633304,23.108,30.78931083,
博茨瓦纳,2000,6358,53.219,5211.073705,61.243,2.794699789,
贝宁,2000,141,38.333,949.7362592,59.737,23.54123399,
安哥拉,2000,315,50.087,2195.630582,878.601,5.664689564,
埃塞俄比亚,2000,4624,14.74,197.4323051,134.64,44.66601795,
埃及,2000,720,42.797,1980.967846,1235.4,15.53807704,
阿尔及利亚,2000,3843,59.919,3557.579333,280.1,8.396391153,
